JW_ID,ECK number,B number,Gene name K-12,Locus name K-12,Synonyms of locus names K-12,Solubility(%),Yield(uM),Yield(ug/ml),Minus Sol,TF Sol,GroE Sol,KJE Sol,Minus(uM),TF(uM),GroE(uM),KJE(uM),Minus(ug/ml),TF(ug/ml),GroE(ug/ml),KJE(ug/ml),Calculated MW(kDa),Calculated pI,Type of gene product,Gene product description,Cell location,Structure (PDB) id,SCOP assignment
JW3036,ECK3054,b3064,ygjD,ygjD,gcp,15.0,2.1,77.0,13.93,23.0,71.03,65.27,1.484,1.197,1.558,1.333,53.36,43.06,56.05,47.94,35.969,6.72,pe,predicted peptidase,Cytoplasmic,,53067; Actin-like ATPase domain
JW5510,ECK3063,b3073,ygjG,ygjG,oat -!- pat -!- patA,53.0,0.2,10.0,,,,,,,,,,,,,50.7,6.5,e,"putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent",Periplasmic,,53383; PLP-dependent transferases
JW3050,ECK3069,b3079,ygjJ,ygjJ,,31.0,0.7,29.0,,,,,,,,,,,,,40.0,5.2,o,conserved protein,Periplasmic,,
JW5513,ECK3074,b3084,ygjO,ygjO,rsmD,57.0,1.0,41.0,,,,,,,,,,,,,42.3,6.9,pe,predicted methyltransferase small domain,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW3060,ECK3080,b3089,sstT,sstT,ygjU,15.0,0.5,21.0,,,,,,,,,,,,,43.4,8.5,t,sodium:serine/threonine symporter,Integral Membrane Protein,,
JW3088,ECK3106,b3117,tdcB,tdcB,tdc,72.0,0.3,12.0,,,,,,,,,,,,,35.2,6.5,e,"catabolic threonine dehydratase, PLP-dependent",Cytoplasmic,,53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW3101,ECK3120,b3132,kbaZ,kbaZ,agaZ -!- yhaX,62.0,0.7,32.0,,,,,,,,,,,,,47.1,5.5,e,"tagatose 6-phosphate aldolase 1, kbaZ subunit",Cytoplasmic,,
JW5343,ECK2089,b2096,gatY,gatY,yegF,11.0,1.1,33.0,6.34,11.16,31.37,39.05,1.181,0.974,1.349,1.243,36.36,29.97,41.54,38.26,30.782,6.38,e,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",Cytoplasmic,,51569; Aldolase
JW5345,ECK2095,b2102,yegX,yegX,,31.0,0.6,19.0,,,,,,,,,,,,,31.6,10.1,pe,predicted hydrolase,Membrane Anchored,,51445; (Trans)glycosidases
JW2091,ECK2097,b2104,thiM,thiM,,55.0,0.9,25.0,,,,,,,,,,,,,27.3,6.2,e,hydoxyethylthiazole kinase,Cytoplasmic,,53613; Ribokinase-like
JW5346,ECK2100,b2107,yohN,yohN,,80.0,1.8,22.0,,,,,,,,,,,,,12.5,8.9,o,predicted protein,Periplasmic,,
JW5352,ECK2117,b2125,yehT,yehT,,94.0,1.3,34.0,,,,,,,,,,,,,27.4,6.6,pr,predicted response regulator in two-component system withYehU,Cytoplasmic,,52172; CheY-like
JW2119,ECK2124,b2131,yehZ,yehZ,,72.0,0.8,25.0,,,,,,,,,,,,,32.6,7.4,pt,predicted transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,
JW2131,ECK2136,b2143,cdd,cdd,,42.0,2.0,62.0,,,,,,,,,,,,,31.5,6.1,e,cytidine/deoxycytidine deaminase,Cytoplasmic,,53927; Cytidine deaminase
JW2132,ECK2137,b2144,sanA,sanA,yeiF,11.0,1.4,37.0,,,,,,,,,,,,,27.3,9.8,d,predicted protein,Periplasmic,,
JW2146,ECK2152,b2159,nfo,nfo,,14.0,0.9,28.0,,,,,,,,,,,,,31.4,6.0,e,endonuclease IV with intrinsic 3'-5' exonuclease activity,Periplasmic,,51658; Xylose isomerase-like
JW2149,ECK2155,b2162,rihB,rihB,yeiK,62.0,0.7,23.0,,,,,,,,,,,,,33.7,5.2,e,ribonucleoside hydrolase 2,Cytoplasmic,1Q8F,53590; Nucleoside hydrolase
JW5362,ECK2165,b2171,yeiP,yeiP,,92.0,1.7,37.0,,,,,,,,,,,,,21.5,5.8,pf,predicted elongtion factor,Cytoplasmic,,
JW2183,ECK2187,b2195,ccmG,ccmG,dsbE -!- yejQ,69.0,0.9,18.0,,,,,,,,,,,,,20.8,7.3,e,periplasmic thioredoxin of cytochrome c-type biogenesis,Membrane Anchored,,52833; Thioredoxin-like
JW2188,ECK2192,b2200,ccmB,ccmB,yejV,4.0,0.8,18.0,,,,,,,,,,,,,23.6,9.2,t,heme exporter subunit membrane component of ABC superfamily,Integral Membrane Protein,,
JW2190,ECK2194,b2202,napC,napC,yejX,14.0,2.2,51.0,,,,,,,,,,,,,23.1,8.7,c,"nitrate reductase, cytochrome c-type,periplasmic",Periplasmic with N-terminal Membrane Anchor,,48695; Multiheme cytochromes
JW2192,ECK2196,b2204,napH,napH,yejZ,6.0,0.9,29.0,,,,,,,,,,,,,31.9,8.5,c,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB),Integral Membrane Protein,,54862; 4Fe-4S ferredoxins
JW2193,ECK2197,b2205,napG,napG,yojA -!- yojB,20.0,1.2,29.0,,,,,,,,,,,,,24.9,7.9,c,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB),Periplasmic,,54862; 4Fe-4S ferredoxins
JW2196,ECK2200,b2208,napF,napF,yojG,12.0,1.3,24.0,11.79,29.13,107.23,20.65,1.248,1.069,1.385,1.445,22.5,19.28,24.97,26.06,18.034,7.68,c,"ferredoxin-type protein, predicted role in electron transfer to periplasmic nitrate reductase (NapA)",Cytoplasmic,,54862; 4Fe-4S ferredoxins
JW2197,ECK2201,b2209,eco,eco,eti,85.0,1.6,29.0,,,,,,,,,,,,,18.2,8.2,r,"ecotin, a serine protease inhibitor",Periplasmic,1N8O,"49772; Ecotin, trypsin inhibitor"
JW5368,ECK2206,b2214,yojL,yojL,apbE -!- yojK,66.0,1.0,40.0,,,,,,,,,,,,,38.5,6.2,lp,predicted thiamine biosynthesis lipoprotein,Inner Membrane Lipoprotein,,
JW2205,ECK2210,b2217,rcsB,rcsB,,90.0,2.0,46.0,,,,,,,,,,,,,23.6,8.8,r,DNA-binding response regulator in two-component regulatory system with RcsC and YojN,Cytoplasmic,,52172; CheY-like
JW2219,ECK2218,b2225,yfaP,yfaP,,108.0,0.3,9.0,,,,,,,,,,,,,28.3,5.7,o,conserved protein,Periplasmic,,
JW2221,ECK2220,b2227,yfaS,yfaS_2,yfaR,82.0,2.3,42.0,,,,,,,,,,,,,18.0,6.5,su,"predicted protein, C-ter fragment (pseudogene)",Periplasmic,,
JW2223,ECK2221,b2229,yfaT,yfaT,,26.0,1.4,32.0,,,,,,,,,,,,,23.7,8.8,o,predicted protein,Periplasmic,,
JW2226,ECK2224,b2232,ubiG,ubiG,yfaB -!- pufX,79.0,1.6,42.0,,,,,,,,,,,,,26.5,6.7,e,bifunctional 3-demethylubiquinone-9 3-methyltransferase 2-octaprenyl-6-hydroxy phenol methylase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2231,ECK2229,b2237,inaA,inaA,yfaG,24.0,0.8,20.0,11.53,25.03,41.11,43.07,0.687,0.507,0.551,0.548,17.37,12.81,13.94,13.84,25.282,9.61,d,conserved protein,Cytoplasmic,,56112; Protein kinase-like (PK-like)
JW2238,ECK2236,b2244,yfaD,yfaD,,48.0,0.6,19.0,,,,,,,,,,,,,34.9,5.7,d,conserved protein,Cytoplasmic,,48452; TPR-like
JW2239,ECK2238,b2245,yfaU,yfaU,,7.0,1.4,42.0,37.11,55.02,67.44,84.7,1.461,1.192,1.243,0.986,42.2,34.44,35.9,28.49,28.881,6.36,pe,"predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",Cytoplasmic,,51621; Phosphoenolpyruvate/pyruvate domain
JW2242,ECK2241,b2248,yfaX,yfaX,,38.0,1.6,45.0,,,,,,,,,,,,,28.9,7.8,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix
JW2246,ECK2245,b2252,ais,ais,,50.0,15.8,351.0,,,,,,,,,,,,,22.2,9.6,d,conserved protein,Membrane Anchored,,53254; Phosphoglycerate mutase-like
JW2250,ECK2249,b2256,yfbH,yfbH,,11.0,1.6,54.0,12.31,25.23,66.7,43.49,0.661,0.548,0.676,0.54,21.88,18.13,22.35,17.86,33.085,7.86,o,conserved protein,Cytoplasmic,,
JW2257,ECK2256,b2262,menB,menB,,72.0,4.9,156.0,,,,,,,,,,,,,31.6,6.9,e,dihydroxynaphthoic acid synthetase,Cytoplasmic,,52096; ClpP/crotonase
JW5840,ECK2263,b2269,elaD,elaD,,36.0,0.1,5.0,,,,,,,,,,,,,46.0,6.9,pe,predicted enzyme,Cytoplasmic,,54001; Cysteine proteinases
JW2268,ECK2267,b2273,yfbN,yfbN,,41.0,2.4,66.0,,,,,,,,,,,,,28.0,5.6,d,predicted protein,Cytoplasmic,,46934; UBA-like
JW2270,ECK2269,b2275,yfbP,yfbP,,42.0,0.7,24.0,,,,,,,,,,,,,32.2,5.2,d,predicted protein,Cytoplasmic,,48452; TPR-like
JW2275,ECK2274,b2280,nuoJ,nuoJ,,83.0,2.4,48.0,,,,,,,,,,,,,19.9,6.6,m,"NADH:ubiquinone oxidoreductase, membrane subunit J",Integral Membrane Protein,,
JW2276,ECK2275,b2281,nuoI,nuoI,,72.0,0.9,19.0,,,,,,,,,,,,,20.5,6.7,c,"NADH:ubiquinone oxidoreductase, chain I",Cytoplasmic,,
JW2280,ECK2279,b2285,nuoE,nuoE,,31.0,3.8,71.0,,,,,,,,,,,,,18.6,6.1,c,"NADH:ubiquinone oxidoreductase, chain E",Cytoplasmic,,52833; Thioredoxin-like
JW5875,ECK2281,b2287,nuoB,nuoB,,78.0,0.8,19.0,,,,,,,,,,,,,25.0,7.1,c,"NADH:ubiquinone oxidoreductase, chain B",Cytoplasmic,,"56770; Nickel-iron hydrogenase, small subunit"
JW2288,ECK2285,b2291,yfbR,yfbR,,68.0,1.8,40.0,,,,,,,,,,,,,22.7,6.3,e,deoxyribonucleoside 5'-monophosphatase,Cytoplasmic,,
JW2291,ECK2288,b2294,yfbU,yfbU,,39.0,0.4,7.0,,,,,,,,,,,,,19.5,7.0,o,conserved protein,Cytoplasmic,,
JW2296,ECK2293,b2299,yfcD,yfcD,,19.0,3.6,73.0,84.84,100.16,100.98,93.58,0.875,0.778,0.7,0.735,17.8,15.83,14.24,14.96,20.342,4.96,pe,predicted NUDIX hydrolase,Cytoplasmic,,55811; Nudix
JW2302,ECK2299,b2305,yfcI,yfcI,,42.0,1.0,35.0,,,,,,,,,,,,,34.1,6.2,d,conserved protein,Cytoplasmic,,48452; TPR-like
JW2313,ECK2310,b2316,accD,accD,dedB -!- usg,62.0,3.3,108.0,,,,,,,,,,,,,33.3,8.0,e,"acetylCoA carboxylase, beta (carboxyltranferase) subunit",Cytoplasmic,,
JW5381,ECK2320,b2326,yfcM,yfcM,,77.0,1.3,27.0,,,,,,,,,,,,,21.1,5.4,o,conserved protein,Cytoplasmic,,
JW2325,ECK2322,b2328,mepA,mepA,,17.0,2.1,62.0,,,,,,,,,,,,,30.1,8.4,e,murein DD-endopeptidase,Periplasmic,,
JW2328,ECK2325,b2331,yfcN,yfcN,,48.0,0.3,6.0,,,,,,,,,,,,,21.0,8.7,o,conserved protein,Cytoplasmic,,
JW2329,ECK2326,b2332,yfcO,yfcO,,42.0,0.9,28.0,,,,,,,,,,,,,30.2,6.1,o,predicted protein,Periplasmic,,
JW2331,ECK2328,b2334,yfcQ,yfcQ,,96.0,0.7,13.0,,,,,,,,,,,,,17.9,5.6,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW2332,ECK2329,b2335,yfcR,yfcR,,50.0,1.2,22.0,,,,,,,,,,,,,17.9,7.1,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW2333,ECK2330,b2336,yfcS,yfcS,,78.0,0.4,10.0,,,,,,,,,,,,,27.7,10.1,pf,predicted periplasmic pilus chaperone,Periplasmic,,49354; PapD-like 49584; Periplasmic chaperone C-domain
JW2334,ECK2331,b2337,yfcT,yfcT,,79.0,3.7,116.0,,,,,,,,,,,,,31.6,5.2,pf,predicted outer membrane export usher protein,Cytoplasmic,,
JW2336,ECK2333,b2339,yfcV,yfcV,,98.0,0.9,18.0,,,,,,,,,,,,,19.8,6.8,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW2342,ECK2339,b2345,yfdF,yfdF,,81.0,0.8,31.0,,,,,,,,,,,,,40.2,5.3,o,predicted protein,Cytoplasmic,,
JW5384,ECK2349,b2355,yfdL,yfdL,,12.0,2.8,52.0,14.31,25.92,60.2,34.21,3.008,1.607,2.01,2.097,54.84,29.3,36.65,38.23,18.232,7.91,h,CPS-53 (KpLE1) prophage; conserved protein,Cytoplasmic,,
JW5385,ECK2351,b2357,yfdN,yfdN,yzyA,77.0,1.3,25.0,,,,,,,,,,,,,18.8,10.4,h,CPS-53 (KpLE1) prophage; predicted protein,Cytoplasmic,,46785; Winged helix
JW2357,ECK2354,b2360,yfdQ,yfdQ,,103.0,0.4,11.0,,,,,,,,,,,,,30.4,5.6,h,CPS-53 (KpLE1) prophage; predicted protein,Cytoplasmic,,
JW2358,ECK2355,b2361,yfdR,yfdR,,8.0,2.0,40.0,7.16,16.23,68.67,23.71,2.927,2.226,2.956,2.246,59.21,45.03,59.8,45.45,20.232,6.35,h,CPS-53 (KpLE1) prophage; conserved protein,Cytoplasmic,,
JW5770,ECK4271,b4281,yjhD,yjhD,,8.0,6.0,53.0,12.43,28.01,25.48,119.3,4.77,3.006,5.756,5.556,42.04,26.49,50.73,48.96,8.812,8.03,h,KpLE2 phage-like element; predicted protein (pseudogene),Cytoplasmic,,
JW2372,ECK2371,b2375,yfdX,yfdX,,50.0,2.4,55.0,,,,,,,,,,,,,22.9,6.8,o,predicted protein,Periplasmic,,
JW2378,ECK2377,b2381,ypdB,ypdB,,77.0,1.6,47.0,,,,,,,,,,,,,28.7,6.2,pr,predicted response regulator in two-component system withYpdA,Cytoplasmic,,52172; CheY-like
JW2398,ECK2401,b2407,xapA,xapA,pndA,6.0,0.5,14.0,26.35,37.07,89.02,77.93,0.305,0.264,0.344,0.235,9.1,7.85,10.26,7.01,29.804,6.76,e,purine nucleoside phosphorylase  II,Cytoplasmic,,53167; Purine and uridine phosphorylases
JW2406,ECK2408,b2413,cysZ,cysZ,,20.0,0.2,7.0,,,,,,,,,,,,,29.3,10.1,pm,predicted inner membrane protein,Integral Membrane Protein,,
JW2411,ECK2413,b2418,pdxK,pdxK,pdxL -!- thiJ -!- yfeI,11.0,3.2,97.0,65.51,65.98,86.85,89.95,1.311,1.338,1.424,1.143,40.39,41.21,43.86,35.21,30.809,6.01,e,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,Cytoplasmic,,53613; Ribokinase-like
JW2413,ECK2415,b2420,yfeS,yfeS,,30.0,0.9,25.0,18.98,28.13,66.23,101.87,1.158,1.086,1.298,0.936,32.65,30.64,36.6,26.4,28.205,5.55,o,conserved protein,Cytoplasmic,,
JW2414,ECK2416,b2421,cysM,cysM,,52.0,0.2,6.0,,,,,,,,,,,,,32.6,6.3,e,cysteine synthase B (O-acetylserine sulfhydrolase B),Cytoplasmic,,53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2417,ECK2419,b2424,cysU,cysU,cysT,118.0,1.6,49.0,,,,,,,,,,,,,30.3,8.6,t,sulfate/thiosulfate transporter subunit membrane component of ABC superfamily,Integral Membrane Protein,,
JW5394,ECK2421,b2426,ucpA,ucpA,yfcF -!- yfeF,79.0,1.4,39.0,,,,,,,,,,,,,27.8,6.0,pe,"predicted oxidoredutase, sulfate metabolism protein",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW2420,ECK2422,b2427,yfeT,yfeT,,25.0,0.7,21.0,36.93,46.64,67.2,76.91,1.327,1.236,1.526,1.227,41.34,38.52,47.55,38.24,31.164,9.3,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,53697; SIS domain
JW5782,ECK4317,b4326,yjiD,yjiD,,70.0,0.8,12.0,,,,,,,,,,,,,14.7,7.0,cp,DNA replication/recombination/repair protein,Cytoplasmic,,
JW2424,ECK2426,b2431,yfeX,yfeX,,20.0,1.0,32.0,62.27,89.85,74.6,85.57,1.822,1.803,1.82,1.715,60.15,59.52,60.09,56.62,33.013,5.89,d,conserved protein,Cytoplasmic,,
JW2425,ECK2427,b2432,yfeY,yfeY,,59.0,2.4,50.0,,,,,,,,,,,,,20.9,6.7,o,predicted protein,Outer Membrane Lipoprotein,,
JW2428,ECK2430,b2435,amiA,amiA,yfeE,37.0,3.2,100.0,,,,,,,,,,,,,31.4,10.7,e,N-acetylmuramoyl-l-alanine amidase I,Periplasmic,,
JW2431,ECK2433,b2438,yffI,yffI,eutK,80.0,4.0,72.0,,,,,,,,,,,,,17.9,8.2,ps,predicted carboxysome structural protein with predicted role in ethanolamine utilization,Cytoplasmic,,
JW2433,ECK2435,b2440,eutC,eutC,,17.0,3.2,102.0,62.84,77.26,84.66,88.79,0.869,0.849,1.039,0.978,27.59,26.94,32.98,31.04,31.747,7.39,e,"ethanolamine ammonia-lyase, small subunit (light chain)",Cytoplasmic,,
JW2444,ECK2455,b2460,eutQ,eutQ,ypfC,89.0,2.7,69.0,,,,,,,,,,,,,25.4,5.5,d,conserved protein,Cytoplasmic,,51182; RmlC-like
JW2451,ECK2462,b2467,yffH,yffH,,73.0,1.1,25.0,,,,,,,,,,,,,21.7,5.5,pe,predicted NUDIX hydrolase,Cytoplasmic,1VIU,55811; Nudix
JW2461,ECK2472,b2476,purC,purC,adeg -!- ade(g),50.0,0.6,16.0,,,,,,,,,,,,,27.0,5.8,e,phosphoribosylaminoimidazole-succinocarboxamide synthetase,Cytoplasmic,,56104; SAICAR synthase-like
JW2464,ECK2475,b2479,gcvR,gcvR,yffD,127.0,0.6,12.0,,,,,,,,,,,,,20.7,6.2,r,"DNA-binding transcriptional repressor, regulatory protein accessory to GcvA",Cytoplasmic,,55021; Regulatory domain in the aminoacid metabolism
JW2477,ECK2488,b2492,focB,focB,,74.0,0.8,23.0,,,,,,,,,,,,,30.5,8.5,pt,predicted formate transporter,Integral Membrane Protein,,
JW2490,ECK2502,b2506,yfgI,yfgI,,12.0,1.7,33.0,,,,,,,,,,,,,20.2,7.9,o,conserved protein,Periplasmic,,
JW2515,ECK2528,b2531,iscR,iscR,yfhP,103.0,0.9,15.0,,,,,,,,,,,,,17.3,8.0,r,DNA-binding transcriptional activator,Cytoplasmic,,46785; Winged helix
JW2516,ECK2529,b2532,yfhQ,yfhQ,,79.0,0.6,17.0,,,,,,,,,,,,,27.0,6.4,pe,predicted methyltransferase,Cytoplasmic,,
JW2517,ECK2530,b2533,suhB,suhB,ssyA,87.0,2.6,75.0,,,,,,,,,,,,,29.1,7.9,e,inositol monophosphatase,Cytoplasmic,,56655; Sugar phosphatases
JW2523,ECK2536,b2539,hcaF,hcaF,hcaA2 -!- digB -!- hcaa2 -!- phdC2 -!- hcaA -!- hcaB -!- yfhV,6.0,1.1,23.0,6.84,10.65,20.83,46.74,1.857,2.163,2.249,2.137,38.17,44.48,46.24,43.93,20.559,7.43,e,"3-phenylpropionate dioxygenase, small (beta) subunit",Cytoplasmic,,54427; NTF2-like
JW2528,ECK2541,b2544,yphB,yphB,,39.0,1.6,52.0,,,,,,,,,,,,,32.7,5.3,d,conserved protein,Cytoplasmic,,
JW2539,ECK2552,b2555,yfhG,yfhG,,55.0,0.9,25.0,,,,,,,,,,,,,27.3,7.0,o,conserved protein,Outer Membrane Lipoprotein,,
JW5408,ECK2558,b2560,yfhB,yfhB,,8.0,1.0,23.0,,,,,,,,,,,,,24.4,9.6,d,conserved protein,Membrane Anchored,,56784; HAD-like
JW2550,ECK2564,b2566,era,era,rbaA -!- sdgE,92.0,1.7,58.0,,,,,,,,,,,,,33.8,8.0,e,"membrane-associated, 16S rRNA-binding GTPase",Cytoplasmic,1EGA,52540; P-loop containing nucleotide triphosphate hydrolases 54814; Prokaryotic type KH domain (pKH-domain)
JW2557,ECK2571,b2573,rpoE,rpoE,sigE,101.0,1.4,30.0,,,,,,,,,,,,,21.7,6.8,f,"RNA polymerase, sigma 24 (sigma E) factor",Cytoplasmic,1OR7,
JW2559,ECK2573,b2575,yfiC,yfiC,,49.0,0.6,17.0,,,,,,,,,,,,,27.2,5.7,pe,predicted methyltransferase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW5409,ECK2581,b2583,yfiP,yfiP,,37.0,0.8,21.0,,,,,,,,,,,,,26.0,8.2,d,conserved protein,Cytoplasmic,,
JW2575,ECK2591,b2593,yfiH,yfiH,,11.0,0.9,23.0,30.01,19.19,83.65,33.57,1.527,1.326,1.332,1.55,40.17,34.89,35.04,40.78,26.312,7.14,o,conserved protein,Cytoplasmic,1U05,
JW2577,ECK2593,b2595,yfiO,yfiO,ecfD,22.0,0.4,12.0,,,,,,,,,,,,,27.8,7.9,lp,predicted lipoprotein,Outer Membrane Lipoprotein,,48452; TPR-like
JW2584,ECK2600,b2603,yfiR,yfiR,,22.0,0.5,9.0,,,,,,,,,,,,,19.0,8.2,o,predicted protein,Periplasmic,,
JW5797,ECK4358,b4567,yjjZ,yjjZ,,20.0,1.8,16.0,,,,,,,,,,,,,8.7,10.0,o,predicted protein,Integral Membrane Protein,,
JW2596,ECK2611,b2615,uppS,yfjB,nadK -!- ppnK -!- yfjE,32.0,0.5,15.0,,,,,,,,,,,,,32.5,6.9,e,NAD kinase,Cytoplasmic,,
JW2601,ECK2616,b2620,smpB,smpB,smqB,101.0,0.7,12.0,,,,,,,,,,,,,18.3,10.5,f,trans-translation protein,Cytoplasmic,,
JW5419,ECK2628,b2632,yfjP,yfjP,,35.0,0.6,18.0,,,,,,,,,,,,,32.1,7.8,h,CP4-57 prophage; predicted GTP-binding protein,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW2614,ECK2629,b2633,yfjQ,yfjQ,,12.0,0.7,23.0,8.56,14.12,49.51,33.16,0.995,0.979,1.313,1.218,31.08,30.59,41.01,38.03,31.233,10.06,h,CP4-57 prophage; predicted protein,Cytoplasmic,,
JW2615,ECK2630,b2634,yfjR,yfjR,,30.0,0.2,6.0,,,,,,,,,,,,,26.6,8.7,h,CP4-57 prophage; predicted DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix
JW2625,ECK2640,b2644,yfjY,yfjY,,37.0,1.0,18.0,,,,,,,,,,,,,18.0,9.7,h,CP4-57 prophage; predicted DNA repair protein,Cytoplasmic,,
JW2631,ECK2650,b4462,ygaR,ygaR,,12.0,1.1,27.0,15.7,28.07,53.67,85.36,1.519,1.419,1.893,1.478,39.09,36.52,48.74,38.06,25.743,6.02,o,predicted protein,Cytoplasmic,,
JW2649,ECK2668,b2674,nrdI,nrdI,ygaO,101.0,1.1,17.0,,,,,,,,,,,,,15.3,10.1,f,protein that stimulates ribonucleotide reduction,Cytoplasmic,,52218; Flavoproteins
JW5428,ECK2675,b2681,ygaY,ygaY,,12.0,0.3,10.0,,,,,,,,,,,,,31.1,10.9,su,predicted transporter (pseudogene),Integral Membrane Protein,,
JW2659,ECK2678,b2684,mprA,mprA,emrA -!- emrR,103.0,0.4,8.0,,,,,,,,,,,,,20.5,6.6,r,DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix
JW2662,ECK2681,b2687,luxS,luxS,ygaG,110.0,1.9,36.0,,,,,,,,,,,,,19.4,6.0,r,S-ribosylhomocysteinase,Cytoplasmic,,63411; LuxS/MPP-like metallohydrolase
JW2665,ECK2685,b2690,yqaB,yqaB,,13.0,0.9,20.0,16.62,32.22,68.75,44.02,2.022,1.62,2.229,1.533,41.96,33.62,46.26,31.81,20.757,6.23,pe,predicted hydrolase,Cytoplasmic,,56784; HAD-like
JW2668,ECK2693,b2698,recX,recX,oraA,93.0,1.3,25.0,,,,,,,,,,,,,19.4,9.1,r,regulatory protein for RecA,Cytoplasmic,,
JW2670,ECK2695,b2700,ygaD,ygaD,,103.0,1.1,20.0,,,,,,,,,,,,,17.6,6.4,o,conserved protein,Cytoplasmic,,
JW2676,ECK2702,b2707,srlR,srlR,gutR,50.0,0.4,11.0,,,,,,,,,,,,,28.2,5.9,r,DNA-bindng transcriptional repressor,Cytoplasmic,,46785; Winged helix
JW2708,ECK2733,b2738,ygbL,ygbL,,57.0,0.4,10.0,,,,,,,,,,,,,23.2,6.6,pe,predicted class II aldolase,Cytoplasmic,,53639; Class II aldolase
JW2709,ECK2734,b2739,ygbM,ygbM,,15.0,0.6,17.0,12.57,20.64,85.64,72.54,0.35,0.392,0.411,0.338,10.22,11.45,12.0,9.85,29.18,5.67,d,conserved protein,Cytoplasmic,1K77,51658; Xylose isomerase-like
JW2713,ECK2738,b2743,pcm,pcm,,15.0,0.6,13.0,19.82,19.77,80.9,52.46,0.928,1.204,1.353,1.068,21.55,27.97,31.43,24.83,23.235,7.96,e,L-isoaspartate protein carboxylmethyltransferase type II,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2714,ECK2739,b2744,surE,surE,ygbC,41.0,0.7,20.0,,,,,,,,,,,,,26.9,6.3,e,broad specificity 5'(3')-nucleotidase and polyphosphatase,Cytoplasmic,,64167; SurE-like
JW2726,ECK2751,b2756,ygcH,ygcH,,16.0,1.0,23.0,17.5,48.89,58.85,68.26,0.953,0.821,1.135,0.841,21.22,18.29,25.3,18.74,22.281,10.14,o,predicted protein,Cytoplasmic,,
JW2729,ECK2754,b2759,ygcK,ygcK,,50.0,0.8,15.0,,,,,,,,,,,,,18.7,10.4,o,predicted protein,Cytoplasmic,,
JW2732,ECK2757,b2762,cysH,cysH,,12.0,0.9,26.0,15.38,47.99,89.22,46.74,0.995,1.132,1.477,1.297,27.81,31.63,41.28,36.24,27.943,6.31,e,3'-phosphoadenosine 5'-phosphosulfate reductase,Cytoplasmic,1SUR,52402; Adenine nucleotide alpha hydrolases
JW2748,ECK2771,b2777,ygcF,ygcF,,63.0,0.9,22.0,,,,,,,,,,,,,25.0,6.5,o,conserved protein,Cytoplasmic,,
JW2764,ECK2788,b2793,syd,syd,ydr,59.0,1.1,22.0,,,,,,,,,,,,,20.7,5.7,o,predicted protein,Cytoplasmic,,
JW2765,ECK2789,b2794,yqcD,yqcD,,47.0,3.2,104.0,,,,,,,,,,,,,32.6,6.4,d,conserved protein,Cytoplasmic,,55620; Tetrahydrobiopterin biosynthesis enzymes-like
JW5446,ECK2793,b2798,exo,exo,xni -!- ygdG,30.0,0.4,13.0,,,,,,,,,,,,,31.4,7.3,e,exonuclease IX (5'-3' exonuclease),Cytoplasmic,,"47807; 5' to 3' exonuclease, C-terminal subdomain 53041; Resolvase-like"
JW2783,ECK2808,b2812,ygdL,ygdL,,69.0,1.3,37.0,,,,,,,,,,,,,28.5,8.7,d,conserved protein,Membrane Anchored,,69572; Molybdenum cofactor biosynthesis protein MoeB
JW5451,ECK2821,b2825,ppdB,ppdB,ygdC,23.0,1.4,28.0,,,,,,,,,,,,,20.5,6.6,d,conserved protein,Membrane Anchored,,
JW2798,ECK2826,b2830,nudH,nudH,ydgP -!- ygdP,63.0,0.9,18.0,,,,,,,,,,,,,20.8,10.6,e,nucleotide hydrolase,Cytoplasmic,,55811; Nudix
JW2799,ECK2827,b2831,mutH,mutH,mutR -!- prv,100.0,1.0,25.0,,,,,,,,,,,,,25.5,8.0,e,methyl-directed mismatch repair protein,Cytoplasmic,2AZO,52980; Restriction endonuclease-like
